defect_id,model,run,test_case,case_kind,reached_patch_any,reached_patch_lastentry,lines_any,lines_lastentry,ran,timed_out
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.EmptyCommandLine,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.LeadingWhitespace,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.MultipleArguments,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.MultipleSpacesBetween,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.NoArguments,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.NoSpaceBeforeArgs,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.OnlyWhitespace,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.ProgramNameOnly,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.ProgramNameSubstringInArgs,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.ProgramNameWithNewline,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.ProgramNameWithSpaces,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.ProgramNameWithSpecialChars,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.ProgramNameWithTab,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.QuotedArguments,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.StripProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,2,ValidatorTest.WhitespaceOnlyAfterProgram,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.DotAsProgramName,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.EmptyCommandLine,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.LeadingWhitespace,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.LongProgramName,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.MultipleSpacesBetween,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.NoArguments,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.OnlyWhitespace,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.ProgramNameAtEnd,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.ProgramNameWithDots,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.ProgramNameWithPath,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.ProgramNameWithSpaces,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.QuotedArguments,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.SecondPartTrimmed,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.SingleCharProgramName,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.SpecialCharsInProgramName,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.StripProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,deepseek-chat,3,ValidatorTest.WhitespaceOnlyAfterProgram,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.ArgumentsWithLeadingSpaces,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.BasicArguments,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.CommandlineWithNoSpaceButArguments,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.CommandlineWithOnlyProgramNameAndMultipleTrailingSpaces,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.CommandlineWithOnlyProgramNameAndNoTrailingSpace,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.CommandlineWithOnlyProgramNameAndTrailingSpace,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.CommandlineWithOnlySpacesAfterProgramName,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.CommandlineWithSingleSpaceAfterProgramName,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.EmptyCommandline,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.LongCommandline,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.NoArguments,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.OnlyProgramNameAndSpaces,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.ProgramNameAtEndOfCommandline,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,1,ParseProgramNameSnippetTest.ProgramNameWithSpacesInIt,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.CommandLineWithOnlySpaces,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.EmptyCommandLine,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.LongProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.NoArgsAfterProgramNameWithTrailingSpaces,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.NormalCommandLine,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.OnlyProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.ProgramNameWithPathSpaces,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.ProgramNameWithSpaces,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.ProgramNameWithSpecialChars,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,2,CLIAppParseTest.SingleCharProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.BasicCommandLineParsing,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithArgumentsAfterOptions,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithEmptyProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithMultipleOptions,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithNoArgumentsAfterProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithNoOptions,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithOnlyProgramName,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithOnlyProgramNameAndWhitespace,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithOnlyWhitespaceProgramName,valid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithProgramNameAndTrailingWhitespace,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithSubcommand,invalid,False,False,,,True,False
CLIUtils___CLI11@020a21afc6,gemini-2.5-flash,3,CLIAppParseTest.CommandLineWithSubcommandAndNoSubcommandOptions,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.ConfigParsingWithFlagValue,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.FlagValueTransformationWithNames,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.FlagWithNoDefault,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.MultipleFlagNames,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.NoTransformationWithoutFnames,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.NumericStringValues,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.SingleFlagName,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,1,ConfigInlGetFlagValue.WhitespaceValue,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,ConfigInlTest.CaseSensitiveBooleanValues,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,ConfigInlTest.EmptyFlagValueMap,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,ConfigInlTest.EmptyValueNoTransformation,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,ConfigInlTest.FlagValueTransformationMultipleNames,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,ConfigInlTest.FlagValueTransformationWithFlagNames,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,ConfigInlTest.NoFlagValueTransformationWithoutFlagNames,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,deepseek-chat,2,ConfigInlTest.NonBooleanValuePassedThrough,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gemini-2.5-flash,2,ConfigInlTest.GetFlagValueBooleanFlag,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gemini-2.5-flash,2,ConfigInlTest.GetFlagValueDefaultValue,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gemini-2.5-flash,2,ConfigInlTest.GetFlagValueEmptyValue,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gemini-2.5-flash,2,ConfigInlTest.GetFlagValueMultiValueOption,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gemini-2.5-flash,2,ConfigInlTest.GetFlagValueNoFlagNames,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gemini-2.5-flash,2,ConfigInlTest.GetFlagValueNormalCase,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gemini-2.5-flash,2,ConfigInlTest.GetFlagValueRequiredOption,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,1,ConfigFlagValueSelectionTest.DistinctFlagValuesMapToCorrectTargets,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,1,ConfigFlagValueSelectionTest.EmptyValueDoesNotTriggerFlagValueMappingAndBehavesLikeBareFlag,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,1,ConfigFlagValueSelectionTest.FlagWithoutConfiguredNamesIgnoresValueMappingPathAndStillParses,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,1,ConfigFlagValueSelectionTest.InvalidNamedFlagValueInConfigThrowsConversionError,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,1,ConfigFlagValueSelectionTest.MultiOptionPolicyUsesConfiguredFlagValueForNamedValue,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,1,ConfigFlagValueSelectionTest.RepeatedNamedFlagValuesRespectTakeFirstPolicy,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,2,ConfigFlagValueRoutingTest.DifferentConfiguredFlagValueMapsToFalseForBooleanFlag,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,2,ConfigFlagValueRoutingTest.EmptyConfigValueDoesNotInvokeFlagValueMapping,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,2,ConfigFlagValueRoutingTest.FlagLikeOptionUsesConfiguredFlagValueFromConfig,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,2,ConfigFlagValueRoutingTest.NumericFlagOptionAcceptsConfigValueAsRegularResult,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,2,ConfigFlagValueRoutingTest.RegularOptionWithValueIsNotTreatedAsFlagValueOption,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,gpt-5.4-or,2,ConfigFlagValueRoutingTest.UnknownConfiguredFlagValueProducesValidationError,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,qwen3-coder,1,ConfigInlineTest.FlagValueEdgeCases,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,qwen3-coder,1,ConfigInlineTest.FlagValueMultipleFlags,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,qwen3-coder,1,ConfigInlineTest.FlagValueProcessing,invalid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,qwen3-coder,1,ConfigInlineTest.FlagValueWithDifferentNames,valid,False,False,,,True,False
CLIUtils___CLI11@dcbcb4721d,qwen3-coder,1,ConfigInlineTest.FlagValueWithEmptyFnames,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.MultipleSectionClose,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseEmptyApp,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseNoConfigurable,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseNoFinalCallback,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseNoOptionsBefore,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseNoParseCompleteCallback,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseNullParseCompleteCallback,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseRequirementsNotMet,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseTriggersCallbacks,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseTriggersRequirements,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,1,AppSectionCloseTest.SectionCloseWithPositionalAfter,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.MultipleSectionCloses,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.NoCallbacksWhenNotConfigurable,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.NoCallbacksWithoutParseCompleteCallback,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseAtEnd,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseInMiddle,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseTriggersCallbacks,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseTriggersRequirements,invalid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithNoArguments,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithNoConfigNoCallback,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithNoPrecedingOptions,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithNullCallback,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithOnlySubcommands,valid,False,False,,,True,False
CLIUtils___CLI11@de215ef978,deepseek-chat,2,SectionCloseTest.SectionCloseWithPositionalArgs,valid,False,False,,,True,False
