defect_id,model,run,test_case,case_kind,reached_patch_any,reached_patch_lastentry,lines_any,lines_lastentry,ran,timed_out
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameEmptyString,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameLeadingSpaces,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameMultipleSpaces,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameNoArguments,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameNoPath,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameNormalCase,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameOnlySpaces,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameRelativePath,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameSingleChar,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameTrailingSpaces,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameWithQuotes,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,qwen3-coder,1,ValidatorsTest.StripProgramNameWithSpecialChars,valid,True,True,1167 1168,1167 1168,True,False
CLIUtils___CLI11@020a21afc6,gpt-5.4-or,3,SplitProgramNameTest.BoundarySingleCharacterProgram,valid,True,True,1167 1168,1167 1168,True,False
